MBCA-LAN28-S1#show cdp neighbors
Capability Codes: R - Router, T - Trans Bridge, B - Source Route Bridge
                  S - Switch, H - Host, I - IGMP, r - Repeater, P - Phone, 
                  D - Remote, C - CVTA, M - Two-port Mac Relay 

Device ID        Local Intrfce     Holdtme    Capability  Platform  Port ID
Gi7/0/23     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/24     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/25     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/26     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/27     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi7/0/28     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/29     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/30     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/31     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi7/0/32     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi7/0/33     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi7/0/34     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi7/0/35     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/36     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/37     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/38     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/39     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/40     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/41     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/42     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/43     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/44     *** CMBAAP02 - CMB connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/45     *** CMBAAP03 ***   connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/46     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi7/0/47     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi7/0/48     *** CMBAAP01 - CMB connected    1490       a-full a-1000 10/100/1000BaseTX
Gi8/0/1      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/2      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/3      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/4      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/5      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/6      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/7      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/8      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/9      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/10     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/11     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/12     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/13     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/14     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi8/0/15     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/16     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi8/0/17     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/18     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi8/0/19     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/20     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/21     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/22     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/23     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/24     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/25     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/26     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/27     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/28     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/29     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/30     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/31     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/32     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/33     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/34     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/35     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/36     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/37     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/38     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi8/0/39     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/40     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/41     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/42     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/43     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/44     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/45     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi8/0/46     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/47     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi8/0/48     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/1      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/2      *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/3      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/4      *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/5      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/6      *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/7      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/8      *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/9      *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/10     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/11     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/12     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/13     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/14     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/15     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/16     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/17     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/18     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/19     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/20     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/21     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/22     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/23     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/24     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/25     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/26     *** to MBCA-LAN ** connected    1488       a-full a-1000 10/100/1000BaseTX
Gi9/0/27     *** to MBCA-LAN ** connected    1488       a-full  a-100 10/100/1000BaseTX
Gi9/0/28     *** to MBCA-LAN ** connected    1490       a-full a-1000 10/100/1000BaseTX
Gi9/0/29     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/30     *** to MBCA-LAN ** connected    1488       a-full  a-100 10/100/1000BaseTX
Gi9/0/31     *** to MBCA-LAN ** connected    1488       a-full a-1000 10/100/1000BaseTX
Gi9/0/32     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/33     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/34     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/35     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/36     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/37     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/38     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/39     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/40     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/41     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/42     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/43     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/44     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/45     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Gi9/0/46     *** to MBCA-LAN ** connected    1490       a-full  a-100 10/100/1000BaseTX
Gi9/0/47     *** to MBCA-LAN ** connected    1490       a-full   a-10 10/100/1000BaseTX
Gi9/0/48     *** to MBCA-LAN ** notconnect   1490         auto   auto 10/100/1000BaseTX
Po10         Port Channel to MB connected    trunk      a-full  a-10G N/A
MBCA-LAN28-S1#show inventory
NAME: "Chassis", DESCR: "Cisco Catalyst 9400 Series 10 Slot Chassis"
PID: C9410R            , VID: V01  , SN: FXS2316Q1LK

NAME: "Slot 1 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE233704PY

NAME: "Slot 2 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE233316XA

NAME: "Slot 3 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE233704T9

NAME: "Slot 4 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE233704KL

NAME: "Slot 7 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE2333170W

NAME: "Slot 8 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE233704QT

NAME: "Slot 9 Linecard", DESCR: "Cisco Catalyst 9400 Series 48-Port UPOE 10/100/1000 (RJ-45)"
PID: C9400-LC-48U      , VID: V02  , SN: JAE23220D6L

NAME: "Slot 5 Supervisor", DESCR: "Cisco Catalyst 9400 Series Supervisor 1 Module"
PID: C9400-SUP-1       , VID: V02  , SN: JAE23360RYL

NAME: "TenGigabitEthernet5/0/1", DESCR: "SFP+ 10GBASE-SR"
PID: SFP-10G-SR          , VID: V03  , SN: JUR1915G79G     

NAME: "TenGigabitEthernet5/0/3", DESCR: "GE SX"
PID: FTLF8519P2BCL-CS  , VID:      , SN: FNS11370JAW     

NAME: "Slot 6 Supervisor", DESCR: "Cisco Catalyst 9400 Series Supervisor 1 Module"
PID: C9400-SUP-1       , VID: V02  , SN: JAE23360RX7

NAME: "TenGigabitEthernet6/0/1", DESCR: "SFP+ 10GBASE-SR"
PID: SFP-10G-SR          , VID: V03  , SN: JUR1915G79V     

NAME: "Power Supply Module 1", DESCR: "Cisco Catalyst 9400 Series 3200W AC Power Supply"
PID: C9400-PWR-3200AC  , VID: V01  , SN: DTM231702KE

NAME: "Power Supply Module 2", DESCR: "Cisco Catalyst 9400 Series 3200W AC Power Supply"
PID: C9400-PWR-3200AC  , VID: V01  , SN: DTM231701MW

NAME: "Power Supply Module 3", DESCR: "Cisco Catalyst 9400 Series 3200W AC Power Supply"
PID: C9400-PWR-3200AC  , VID: V01  , SN: DTM231701CL

NAME: "Power Supply Module 4", DESCR: "Cisco Catalyst 9400 Series 3200W AC Power Supply"
PID: C9400-PWR-3200AC  , VID: V01  , SN: DTM231702KA

NAME: "Fan Tray", DESCR: "Cisco Catalyst 9400 Series 10 Slot Chassis Fan Tray"
PID: C9410-FAN         , VID: V01  , SN: FXS2316Q0L8


MBCA-LAN28-S1#show ip arp
Protocol  Address          Age (min)  Hardware Addr   Type   Interface
Internet  10.21.216.1             0   0008.e3ff.fc28  ARPA   Vlan1488
Internet  10.21.216.4             -   00fd.2239.1059  ARPA   Vlan1488
Internet  10.21.216.12            4   1c7d.2271.da95  ARPA   Vlan1488
Internet  10.21.216.224         107   e880.8872.c04b  ARPA   Vlan1488
Internet  10.21.216.227           9   e880.886c.7ba4  ARPA   Vlan1488
Internet  10.21.216.233         250   e880.8872.bbfd  ARPA   Vlan1488
Internet  10.21.216.235         250   e880.8859.113f  ARPA   Vlan1488
Internet  10.21.216.237         131   e880.8872.ba08  ARPA   Vlan1488
Internet  10.21.216.238         205   489e.bd47.c778  ARPA   Vlan1488
Internet  10.21.216.244          11   e880.8859.1830  ARPA   Vlan1488
Internet  10.21.216.245          82   e880.886c.853e  ARPA   Vlan1488
Internet  10.21.216.248         233   e880.886c.60d9  ARPA   Vlan1488
Internet  10.21.216.250          11   e880.8872.b849  ARPA   Vlan1488
Internet  10.21.216.253          91   e880.8859.1a9a  ARPA   Vlan1488
Internet  10.21.217.55          230   e880.886c.5e52  ARPA   Vlan1488
Internet  10.21.217.228          38   e880.8872.c168  ARPA   Vlan1488
Internet  10.21.217.230          11   e880.8859.1bba  ARPA   Vlan1488
Internet  10.21.217.231          10   246a.0ec9.65af  ARPA   Vlan1488
Internet  10.21.217.234          12   e880.886f.600f  ARPA   Vlan1488
Internet  10.21.217.235          11   e880.886c.64d7  ARPA   Vlan1488
Internet  10.21.217.236          13   e880.886c.64f2  ARPA   Vlan1488
Internet  10.21.217.237          11   e880.886c.6713  ARPA   Vlan1488
Internet  10.21.217.238         234   e880.8859.210b  ARPA   Vlan1488
Internet  10.21.217.239         225   489e.bd2e.ceba  ARPA   Vlan1488
Internet  10.21.217.240          34   e880.886c.6412  ARPA   Vlan1488
Internet  10.21.217.242         248   e880.8859.2111  ARPA   Vlan1488
Internet  10.21.217.243          11   e880.8859.1bb8  ARPA   Vlan1488
Internet  10.21.217.244          11   e880.886c.6263  ARPA   Vlan1488
Internet  10.21.217.245          11   e880.886c.898d  ARPA   Vlan1488
Internet  10.21.217.246          11   e880.886c.84be  ARPA   Vlan1488
Internet  10.21.217.248          11   e880.886c.5d49  ARPA   Vlan1488
Internet  10.21.217.249         245   e880.8859.1ff3  ARPA   Vlan1488
Internet  10.21.217.251          11   e880.8859.210a  ARPA   Vlan1488
Internet  10.21.217.253          11   489e.bd47.cc41  ARPA   Vlan1488
Internet  10.21.218.1             0   0008.e3ff.fc28  ARPA   Vlan1490
Internet  10.21.218.4             -   00fd.2239.1061  ARPA   Vlan1490
Internet  10.21.218.8             0   5cba.2c5a.fc4e  ARPA   Vlan1490
Internet  10.21.218.12           14   1c7d.2256.da37  ARPA   Vlan1490
Internet  10.21.218.14            4   1c7d.2251.8d94  ARPA   Vlan1490
Internet  10.21.218.16          127   5cba.2c5a.fdc4  ARPA   Vlan1490
Internet  10.21.218.17            4   1c7d.2256.d9f1  ARPA   Vlan1490
Internet  10.21.218.20          110   0015.5d71.7201  ARPA   Vlan1490
Internet  10.21.218.27           10   e880.886c.5d7a  ARPA   Vlan1490
Internet  10.21.218.44          120   309c.2354.20fa  ARPA   Vlan1490
Internet  10.21.218.53           14   7020.840f.5587  ARPA   Vlan1490
Internet  10.21.218.84          116   84a9.3e83.f970  ARPA   Vlan1490
Internet  10.21.218.221          22   84a9.3e83.fd05  ARPA   Vlan1490
Internet  10.21.218.222          63   28c5.c838.2035  ARPA   Vlan1490
Internet  10.21.218.225           7   28c5.c838.212d  ARPA   Vlan1490
Internet  10.21.218.230          58   28c5.c838.1f37  ARPA   Vlan1490
Internet  10.21.218.231         241   28c5.c838.20df  ARPA   Vlan1490
Internet  10.21.218.234           0   489e.bd2e.5923  ARPA   Vlan1490
Internet  10.21.218.239         126   28c5.c838.1d90  ARPA   Vlan1490
Internet  10.21.218.240           6   28c5.c838.215e  ARPA   Vlan1490
Internet  10.21.218.242          13   84a9.3e67.304d  ARPA   Vlan1490
Internet  10.21.218.243          21   28c5.c838.21a5  ARPA   Vlan1490
Internet  10.21.218.244          13   e880.886c.70b0  ARPA   Vlan1490
Internet  10.21.218.247         116   246a.0ec9.6793  ARPA   Vlan1490
Internet  10.21.218.248          13   28c5.c838.221b  ARPA   Vlan1490
Internet  10.21.218.249          35   489e.bd2e.c3b5  ARPA   Vlan1490
Internet  10.21.218.254         193   246a.0ec9.67f8  ARPA   Vlan1490
Internet  10.21.218.255          13   7c57.5826.1f80  ARPA   Vlan1490
Internet  10.21.219.9            14   083a.886e.7448  ARPA   Vlan1490
Internet  10.21.219.12           11   1c7d.2256.d898  ARPA   Vlan1490
Internet  10.21.219.13            4   1c7d.225d.4e75  ARPA   Vlan1490
Internet  10.21.219.21            9   489e.bd47.ce0a  ARPA   Vlan1490
Internet  10.21.219.53          237   083a.886e.8091  ARPA   Vlan1490
Internet  10.21.219.54           14   e880.886f.6b16  ARPA   Vlan1490
Internet  10.21.219.55           32   7c57.5826.201d  ARPA   Vlan1490
Internet  10.21.219.56           89   84a9.3e8b.d858  ARPA   Vlan1490
Internet  10.21.219.59          236   083a.886e.7de1  ARPA   Vlan1490
Internet  10.21.219.60          134   246a.0ec9.67b8  ARPA   Vlan1490
Internet  10.21.219.62          135   7c57.5826.1f8b  ARPA   Vlan1490
Internet  10.21.219.63          116   246a.0ec9.660c  ARPA   Vlan1490
Internet  10.21.219.65            3   e880.886c.6aea  ARPA   Vlan1490
Internet  10.21.219.71          217   e880.8872.b620  ARPA   Vlan1490
Internet  10.21.219.73           53   5c60.bac8.98c8  ARPA   Vlan1490
Internet  10.21.219.78           13   489e.bd2e.c403  ARPA   Vlan1490
Internet  10.21.219.82          189   e880.886c.7812  ARPA   Vlan1490
Internet  10.21.219.84           57   7020.840f.503f  ARPA   Vlan1490
Internet  10.21.219.86           39   3013.8be7.edf9  ARPA   Vlan1490
Internet  10.21.219.92           83   e880.8872.b92c  ARPA   Vlan1490
Internet  10.21.219.93          191   489e.bd2e.6252  ARPA   Vlan1490
Internet  10.21.219.97           13   083a.886e.7faf  ARPA   Vlan1490
Internet  10.21.219.99            0   e880.886c.7f75  ARPA   Vlan1490
Internet  10.21.219.103           4   7c57.5826.204e  ARPA   Vlan1490
Internet  10.21.219.104          84   489e.bd2e.c338  ARPA   Vlan1490
Internet  10.21.219.106           0   e880.8872.c310  ARPA   Vlan1490
Internet  10.21.219.107          64   e880.8872.ba50  ARPA   Vlan1490
Internet  10.21.219.109          58   083a.886e.667f  ARPA   Vlan1490
Internet  10.21.219.111         164   489e.bd2e.624c  ARPA   Vlan1490
Internet  10.21.219.112         216   083a.886e.866d  ARPA   Vlan1490
Internet  10.21.219.113          13   6c4b.90f9.6df4  ARPA   Vlan1490
Internet  10.21.219.114          54   083a.886e.8021  ARPA   Vlan1490
Internet  10.21.219.117          63   489e.bd2e.c787  ARPA   Vlan1490
Internet  10.21.219.120          13   7c57.5824.924a  ARPA   Vlan1490
Internet  10.21.219.122           3   489e.bd2e.5ba7  ARPA   Vlan1490
Internet  10.21.219.124          82   e880.886c.5f57  ARPA   Vlan1490
Internet  10.21.219.125           9   e880.886c.7638  ARPA   Vlan1490
Internet  10.21.219.126           7   6c3c.8c3f.1e98  ARPA   Vlan1490
Internet  10.21.219.127         190   083a.886e.82a9  ARPA   Vlan1490
Internet  10.21.219.128          13   083a.886e.66a2  ARPA   Vlan1490
Internet  10.21.219.129          12   083a.886e.88ea  ARPA   Vlan1490
Internet  10.21.219.130          13   083a.886e.7e3d  ARPA   Vlan1490
Internet  10.21.219.131          12   489e.bd2e.c79e  ARPA   Vlan1490
Internet  10.21.219.132         237   083a.886e.7d9f  ARPA   Vlan1490
Internet  10.21.219.133          13   083a.886e.8577  ARPA   Vlan1490
Internet  10.21.219.136          14   083a.886e.63f0  ARPA   Vlan1490
Internet  10.21.219.138          12   489e.bd2e.c6d3  ARPA   Vlan1490
Internet  10.21.219.139          78   083a.886e.85ce  ARPA   Vlan1490
Internet  10.21.219.140         157   083a.886e.66c6  ARPA   Vlan1490
Internet  10.21.219.142           0   489e.bd2e.c82f  ARPA   Vlan1490
Internet  10.21.219.143           3   083a.886c.e6a7  ARPA   Vlan1490
Internet  10.21.219.144          13   84a9.3e6d.7210  ARPA   Vlan1490
Internet  10.21.219.145         209   e880.886c.6aa6  ARPA   Vlan1490
Internet  10.21.219.146          12   083a.886e.8af0  ARPA   Vlan1490
Internet  10.21.219.147         154   489e.bd2e.c357  ARPA   Vlan1490
Internet  10.21.219.149          13   e880.886c.7357  ARPA   Vlan1490
Internet  10.21.219.150          59   6c3c.8c58.55c5  ARPA   Vlan1490
Internet  10.21.219.151         201   083a.886e.7f41  ARPA   Vlan1490
Internet  10.21.219.152          13   489e.bd2e.6023  ARPA   Vlan1490
Internet  10.21.219.153          76   489e.bd2e.c838  ARPA   Vlan1490
Internet  10.21.219.154          81   e073.e72d.1cd3  ARPA   Vlan1490
Internet  10.21.219.155         173   489e.bd2e.63ca  ARPA   Vlan1490
Internet  10.21.219.156           2   083a.886e.7ded  ARPA   Vlan1490
Internet  10.21.219.157         141   489e.bd2e.5ba8  ARPA   Vlan1490
Internet  10.21.219.158         141   083a.886e.681e  ARPA   Vlan1490
Internet  10.21.219.159          19   7c57.5826.1fa0  ARPA   Vlan1490
Internet  10.21.219.160           1   083a.886e.bc1d  ARPA   Vlan1490
Internet  10.21.219.162          14   083a.886e.8b3d  ARPA   Vlan1490
Internet  10.21.219.163          54   e880.8872.bd81  ARPA   Vlan1490
Internet  10.21.219.164         176   083a.886e.7dd3  ARPA   Vlan1490
Internet  10.21.219.165           5   489e.bd2e.c767  ARPA   Vlan1490
Internet  10.21.219.166          12   e880.8872.c012  ARPA   Vlan1490
Internet  10.21.219.169          40   489e.bd2e.63e0  ARPA   Vlan1490
Internet  10.21.219.170          12   083a.886e.710f  ARPA   Vlan1490
Internet  10.21.219.171          31   489e.bd2e.6021  ARPA   Vlan1490
Internet  10.21.219.172           0   083a.886e.662b  ARPA   Vlan1490
Internet  10.21.219.173          47   083a.886e.83cb  ARPA   Vlan1490
Internet  10.21.219.174          11   083a.886e.7ef5  ARPA   Vlan1490
Internet  10.21.219.176          14   083a.886e.856b  ARPA   Vlan1490
Internet  10.21.219.178          66   489e.bd2e.c6a4  ARPA   Vlan1490
Internet  10.21.219.179          50   e880.8872.c15b  ARPA   Vlan1490
Internet  10.21.219.180          14   489e.bd2e.61fb  ARPA   Vlan1490
Internet  10.21.219.181          16   083a.886e.6638  ARPA   Vlan1490
Internet  10.21.219.182         208   489e.bd2e.612b  ARPA   Vlan1490
Internet  10.21.219.183          13   489e.bd2e.c6f8  ARPA   Vlan1490
Internet  10.21.219.184          13   083a.886e.66dd  ARPA   Vlan1490
Internet  10.21.219.185         177   083a.886e.6670  ARPA   Vlan1490
Internet  10.21.219.187          22   489e.bd2e.c6b8  ARPA   Vlan1490
Internet  10.21.219.188         230   e880.886c.70d4  ARPA   Vlan1490
Internet  10.21.219.190          78   489e.bd2e.c826  ARPA   Vlan1490
Internet  10.21.219.193           2   083a.886e.8a6a  ARPA   Vlan1490
Internet  10.21.219.194          21   083a.886e.6665  ARPA   Vlan1490
Internet  10.21.219.196          93   083a.886e.67eb  ARPA   Vlan1490
Internet  10.21.219.197         238   083a.886e.7ee4  ARPA   Vlan1490
Internet  10.21.219.198         229   489e.bd2e.c2c7  ARPA   Vlan1490
Internet  10.21.219.199         100   489e.bd2e.614d  ARPA   Vlan1490
Internet  10.21.219.200          69   489e.bd2e.610d  ARPA   Vlan1490
Internet  10.21.219.201          13   6c4b.90f9.6f04  ARPA   Vlan1490
Internet  10.21.219.202         225   083a.886e.67f0  ARPA   Vlan1490
Internet  10.21.219.203          13   083a.886c.e91c  ARPA   Vlan1490
Internet  10.21.219.204          27   7c57.5826.1f9b  ARPA   Vlan1490
Internet  10.21.219.206         242   083a.886e.7da5  ARPA   Vlan1490
Internet  10.21.219.207          13   e880.886c.80a3  ARPA   Vlan1490
Internet  10.21.219.208         107   083a.886e.7eb2  ARPA   Vlan1490
Internet  10.21.219.209          10   489e.bd2e.c90c  ARPA   Vlan1490
Internet  10.21.219.210         110   083a.886e.65e0  ARPA   Vlan1490
Internet  10.21.219.211          12   489e.bd2e.cf6a  ARPA   Vlan1490
Internet  10.21.219.212         217   489e.bd2e.c7ed  ARPA   Vlan1490
Internet  10.21.219.213           0   083a.886e.6856  ARPA   Vlan1490
Internet  10.21.219.214          67   083a.886e.807a  ARPA   Vlan1490
